Model,Plant,Month,U.S.A,Canada,Mexico,Europe,Eastern Europe,Latin America,Middle East,Africa,Asia Pacific,India,China,Korea
K3,CKD,24-08,0.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0,275.0,0.0,0.0,0.0
K4,CKD,24-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K5,CKD,24-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0
K8,CKD,24-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sonet,CKD,24-08,0.0,0.0,0.0,0.0,1000.0,238.0,0.0,0.0,401.0,0.0,0.0,0.0
Stonic,CKD,24-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seltos,CKD,24-08,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,359.0,0.0,0.0,0.0
Soul,CKD,24-08,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EV5,CKD,24-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EV9,CKD,24-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sportage,CKD,24-08,0.0,0.0,0.0,0.0,844.0,0.0,491.0,0.0,170.0,0.0,0.0,0.0
Sorento,CKD,24-08,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,78.0,0.0,0.0,0.0
Carens,CKD,24-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carens,CKD,24-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371.0,0.0,0.0,0.0
Carnival,CKD,24-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511.0,0.0,0.0,0.0
Bongo,CKD,24-08,0.0,0.0,0.0,0.0,0.0,305.0,0.0,0.0,401.0,0.0,0.0,0.0
Bongo,Special Vehicle,24-08,0.0,0.0,0.0,0.0,173.0,2.0,0.0,4.0,9.0,0.0,0.0,0.0
Millitary,Special Vehicle,24-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0
Bus,Special Vehicle,24-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bongo,Special Vehicle,24-08,0.0,0.0,0.0,0.0,21.0,0.0,12.0,0.0,120.0,0.0,0.0,0.0
Millitary,Special Vehicle,24-08,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0
Bus,Special Vehicle,24-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0
Morning,Korea Plants,24-09,0.0,0.0,0.0,6947.0,298.0,1484.0,649.0,685.0,723.0,0.0,0.0,968.0
Rio,Korea Plants,24-09,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Ray,Korea Plants,24-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2589.0
Ray EV,Korea Plants,24-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,774.0
K3,Korea Plants,24-09,0.0,30.0,5.0,0.0,25.0,7.0,722.0,29.0,1599.0,0.0,0.0,4.0
K5,Korea Plants,24-09,4897.0,0.0,0.0,0.0,2.0,3.0,727.0,0.0,0.0,0.0,0.0,2277.0
Stinger,Korea Plants,24-09,0.0,2.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0
K8,Korea Plants,24-09,0.0,0.0,0.0,0.0,15.0,0.0,198.0,0.0,0.0,0.0,0.0,4724.0
K9,Korea Plants,24-09,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0
Stonic,Korea Plants,24-09,0.0,0.0,0.0,4738.0,1197.0,177.0,244.0,124.0,675.0,0.0,0.0,0.0
Seltos,Korea Plants,24-09,3877.0,1242.0,0.0,0.0,228.0,678.0,219.0,0.0,1015.0,0.0,0.0,4433.0
Soul,Korea Plants,24-09,4016.0,193.0,43.0,0.0,39.0,474.0,0.0,0.0,2.0,0.0,0.0,0.0
Soul,Korea Plants,24-09,0.0,0.0,0.0,86.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Niro,Korea Plants,24-09,1289.0,196.0,34.0,4442.0,3.0,175.0,673.0,35.0,237.0,0.0,0.0,866.0
Niro,Korea Plants,24-09,398.0,281.0,0.0,2503.0,122.0,0.0,0.0,1.0,43.0,0.0,0.0,4.0
Niro,Korea Plants,24-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0
Niro,Korea Plants,24-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0
EV3,Korea Plants,24-09,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022.0
EV4,Korea Plants,24-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EV6,Korea Plants,24-09,1612.0,529.0,7.0,2366.0,7.0,8.0,13.0,14.0,178.0,25.0,5.0,324.0
EV9,Korea Plants,24-09,2095.0,613.0,0.0,1156.0,26.0,2.0,11.0,5.0,161.0,0.0,0.0,122.0
Sportage,Korea Plants,24-09,4264.0,1113.0,602.0,0.0,445.0,596.0,0.0,0.0,2689.0,0.0,0.0,4541.0
Sorento,Korea Plants,24-09,1664.0,215.0,0.0,1376.0,488.0,241.0,1380.0,156.0,818.0,0.0,0.0,6628.0
Mohave / Borrego,Korea Plants,24-09,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0
Carnival,Korea Plants,24-09,4027.0,378.0,0.0,0.0,18.0,173.0,213.0,15.0,1287.0,0.0,0.0,4900.0
Bongo,Korea Plants,24-09,0.0,0.0,0.0,0.0,47.0,1169.0,1388.0,145.0,339.0,0.0,0.0,2143.0
Bongo,Korea Plants,24-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443.0
Bus,Korea Plants,24-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0
Ceed,Slovakia Plant,24-09,0.0,0.0,0.0,6844.0,382.0,0.0,28.0,11.0,20.0,0.0,0.0,0.0
Ceed CUV,Slovakia Plant,24-09,0.0,0.0,0.0,2933.0,296.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0
Sportage,Slovakia Plant,24-09,0.0,0.0,0.0,17119.0,771.0,431.0,1729.0,733.0,0.0,0.0,0.0,0.0
Rio,Mexico Plant,24-09,0.0,0.0,3738.0,0.0,0.0,1417.0,427.0,0.0,0.0,0.0,0.0,0.0
K3,Mexico Plant,24-09,10266.0,789.0,1215.0,0.0,0.0,16.0,0.0,0.0,2.0,0.0,0.0,0.0
Rio,*Russia Plant(HMMR),24-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K5,US Plant,24-09,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sportage,US Plant,24-09,6899.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
Sorento,US Plant,24-09,4908.0,868.0,145.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0
Telluride,US Plant,24-09,8699.0,302.0,44.0,0.0,0.0,11.0,69.0,0.0,2.0,0.0,0.0,0.0
EV9,US Plant,24-09,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pegas,China Plants,24-09,0.0,0.0,0.0,0.0,0.0,1978.0,2416.0,203.0,131.0,0.0,17.0,0.0
K3,China Plants,24-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,953.0,0.0
K3,China Plants,24-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,605.0,0.0
K4,China Plants,24-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K5,China Plants,24-09,0.0,0.0,0.0,0.0,503.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0
KX1,China Plants,24-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446.0,0.0
Sonet,China Plants,24-09,0.0,0.0,978.0,0.0,0.0,1130.0,894.0,50.0,484.0,0.0,11.0,0.0
Seltos,China Plants,24-09,0.0,0.0,1191.0,0.0,0.0,915.0,1640.0,66.0,69.0,0.0,1938.0,0.0
Zhipao,China Plants,24-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.0,0.0
Sportage,China Plants,24-09,0.0,0.0,0.0,0.0,0.0,0.0,393.0,0.0,0.0,0.0,996.0,0.0
Carnival,China Plants,24-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,0.0
EV5,China Plants,24-09,0.0,0.0,0.0,0.0,0.0,105.0,0.0,9.0,50.0,0.0,408.0,0.0
Sonet,India Plant,24-09,0.0,0.0,0.0,0.0,0.0,90.0,7.0,1022.0,119.0,8885.0,0.0,0.0
Seltos,India Plant,24-09,0.0,0.0,0.0,0.0,0.0,161.0,0.0,84.0,89.0,6061.0,0.0,0.0
Carens,India Plant,24-09,0.0,0.0,0.0,0.0,60.0,195.0,454.0,47.0,33.0,5444.0,0.0,0.0
Carnival,India Plant,24-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morning,CKD,24-09,0.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,69.0,0.0,0.0,0.0
Pegas,CKD,24-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0
K3,CKD,24-09,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,495.0,0.0,0.0,0.0
K4,CKD,24-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K5,CKD,24-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0
K8,CKD,24-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sonet,CKD,24-09,0.0,0.0,0.0,0.0,1150.0,248.0,0.0,0.0,720.0,0.0,0.0,0.0
Stonic,CKD,24-09,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0
Seltos,CKD,24-09,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,733.0,0.0,0.0,0.0
Soul,CKD,24-09,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EV5,CKD,24-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EV9,CKD,24-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sportage,CKD,24-09,0.0,0.0,0.0,0.0,101.0,0.0,404.0,0.0,365.0,0.0,0.0,0.0
Sorento,CKD,24-09,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,127.0,0.0,0.0,0.0
Carens,CKD,24-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carens,CKD,24-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,455.0,0.0,0.0,0.0
Carnival,CKD,24-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,672.0,0.0,0.0,0.0
Bongo,CKD,24-09,0.0,0.0,0.0,0.0,0.0,241.0,0.0,0.0,559.0,0.0,0.0,0.0
Bongo,Special Vehicle,24-09,0.0,0.0,0.0,0.0,123.0,0.0,0.0,45.0,3.0,0.0,0.0,0.0
Millitary,Special Vehicle,24-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0
Bus,Special Vehicle,24-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bongo,Special Vehicle,24-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317.0,0.0,0.0,0.0
Millitary,Special Vehicle,24-09,0.0,0.0,0.0,0.0,0.0,0.0,72.0,1.0,0.0,0.0,0.0,0.0
Bus,Special Vehicle,24-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0
Morning,Korea Plants,24-10,0.0,0.0,0.0,5364.0,181.0,1368.0,779.0,321.0,573.0,0.0,0.0,1464.0
Rio,Korea Plants,24-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ray,Korea Plants,24-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3036.0
Ray EV,Korea Plants,24-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.0
K3,Korea Plants,24-10,0.0,10.0,7.0,0.0,25.0,15.0,700.0,323.0,1013.0,0.0,0.0,0.0
K5,Korea Plants,24-10,5816.0,0.0,0.0,0.0,4.0,17.0,493.0,3.0,0.0,0.0,0.0,3030.0
Stinger,Korea Plants,24-10,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
K8,Korea Plants,24-10,0.0,0.0,0.0,0.0,12.0,0.0,120.0,0.0,0.0,0.0,0.0,4977.0
K9,Korea Plants,24-10,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0
Stonic,Korea Plants,24-10,0.0,0.0,0.0,4790.0,372.0,149.0,224.0,101.0,712.0,0.0,0.0,0.0
Seltos,Korea Plants,24-10,4266.0,1518.0,0.0,0.0,146.0,505.0,179.0,0.0,1091.0,0.0,0.0,6822.0
Soul,Korea Plants,24-10,4622.0,199.0,53.0,0.0,34.0,311.0,0.0,0.0,4.0,0.0,0.0,0.0
Soul,Korea Plants,24-10,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Niro,Korea Plants,24-10,1262.0,169.0,54.0,2888.0,6.0,199.0,407.0,70.0,183.0,0.0,0.0,941.0
Niro,Korea Plants,24-10,284.0,433.0,0.0,1230.0,79.0,15.0,0.0,4.0,25.0,0.0,0.0,17.0
Niro,Korea Plants,24-10,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0
Niro,Korea Plants,24-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
EV3,Korea Plants,24-10,0.0,0.0,0.0,553.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2107.0
EV4,Korea Plants,24-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EV6,Korea Plants,24-10,1732.0,664.0,15.0,1545.0,122.0,5.0,5.0,22.0,158.0,66.0,0.0,557.0
EV9,Korea Plants,24-10,1940.0,541.0,0.0,734.0,12.0,4.0,8.0,5.0,101.0,0.0,0.0,159.0
Sportage,Korea Plants,24-10,5122.0,1778.0,565.0,0.0,434.0,756.0,0.0,0.0,2762.0,0.0,0.0,5531.0
Sorento,Korea Plants,24-10,1924.0,143.0,0.0,832.0,725.0,211.0,1433.0,135.0,772.0,0.0,0.0,7962.0
Mohave / Borrego,Korea Plants,24-10,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0
Carnival,Korea Plants,24-10,4909.0,429.0,0.0,0.0,30.0,134.0,195.0,25.0,1062.0,0.0,0.0,5645.0
Bongo,Korea Plants,24-10,0.0,0.0,0.0,0.0,35.0,1052.0,903.0,201.0,290.0,0.0,0.0,2569.0
Bongo,Korea Plants,24-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,614.0
Bus,Korea Plants,24-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0
Ceed,Slovakia Plant,24-10,0.0,0.0,0.0,6350.0,380.0,0.0,52.0,13.0,9.0,0.0,0.0,0.0
Ceed CUV,Slovakia Plant,24-10,0.0,0.0,0.0,2241.0,815.0,4.0,0.0,58.0,0.0,0.0,0.0,0.0
Sportage,Slovakia Plant,24-10,0.0,0.0,0.0,14729.0,512.0,538.0,1696.0,515.0,0.0,0.0,0.0,0.0
Rio,Mexico Plant,24-10,0.0,2.0,3985.0,0.0,0.0,1327.0,115.0,42.0,0.0,0.0,0.0,0.0
K3,Mexico Plant,24-10,12858.0,613.0,1160.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0
Rio,*Russia Plant(HMMR),24-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K5,US Plant,24-10,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Sportage,US Plant,24-10,8559.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
Sorento,US Plant,24-10,5917.0,954.0,226.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0
Telluride,US Plant,24-10,9694.0,303.0,56.0,0.0,0.0,16.0,51.0,0.0,4.0,0.0,0.0,0.0
EV9,US Plant,24-10,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Pegas,China Plants,24-10,0.0,0.0,0.0,0.0,0.0,2121.0,2457.0,94.0,130.0,0.0,21.0,0.0
K3,China Plants,24-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0,0.0
K3,China Plants,24-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.0,0.0
K4,China Plants,24-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K5,China Plants,24-10,0.0,0.0,0.0,0.0,333.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0
KX1,China Plants,24-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1000.0,0.0
Sonet,China Plants,24-10,0.0,0.0,1031.0,0.0,0.0,1365.0,1266.0,121.0,676.0,0.0,22.0,0.0
Seltos,China Plants,24-10,0.0,0.0,1153.0,0.0,0.0,1034.0,1843.0,176.0,75.0,0.0,1533.0,0.0
Zhipao,China Plants,24-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0,0.0
Sportage,China Plants,24-10,0.0,0.0,0.0,0.0,0.0,0.0,1410.0,0.0,0.0,0.0,1248.0,0.0
Carnival,China Plants,24-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,0.0
EV5,China Plants,24-10,0.0,0.0,0.0,0.0,0.0,147.0,2.0,10.0,177.0,0.0,734.0,0.0
Sonet,India Plant,24-10,0.0,0.0,0.0,0.0,0.0,91.0,7.0,934.0,121.0,10292.0,0.0,0.0
Seltos,India Plant,24-10,0.0,0.0,0.0,0.0,0.0,161.0,0.0,189.0,107.0,7755.0,0.0,0.0
Carens,India Plant,24-10,0.0,0.0,0.0,0.0,48.0,194.0,477.0,44.0,30.0,6553.0,0.0,0.0
Carnival,India Plant,24-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0
Morning,CKD,24-10,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,83.0,0.0,0.0,0.0
Pegas,CKD,24-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0
K3,CKD,24-10,0.0,0.0,0.0,0.0,131.0,0.0,0.0,0.0,525.0,0.0,0.0,0.0
K4,CKD,24-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K5,CKD,24-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0
K8,CKD,24-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sonet,CKD,24-10,0.0,0.0,0.0,0.0,1350.0,236.0,0.0,0.0,833.0,0.0,0.0,0.0
Stonic,CKD,24-10,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0
Seltos,CKD,24-10,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,911.0,0.0,0.0,0.0
Soul,CKD,24-10,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EV5,CKD,24-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EV9,CKD,24-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sportage,CKD,24-10,0.0,0.0,0.0,0.0,275.0,0.0,477.0,0.0,426.0,0.0,0.0,0.0
Sorento,CKD,24-10,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,153.0,0.0,0.0,0.0
Carens,CKD,24-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Carens,CKD,24-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,570.0,0.0,0.0,0.0
Carnival,CKD,24-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1098.0,0.0,0.0,0.0
Bongo,CKD,24-10,0.0,0.0,0.0,0.0,0.0,277.0,0.0,0.0,518.0,0.0,0.0,0.0
Bongo,Special Vehicle,24-10,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
Millitary,Special Vehicle,24-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385.0
Bus,Special Vehicle,24-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bongo,Special Vehicle,24-10,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,424.0,0.0,0.0,0.0
Millitary,Special Vehicle,24-10,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0
Bus,Special Vehicle,24-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0
Morning,Korea Plants,24-11,0.0,0.0,0.0,5549.0,373.0,1323.0,467.0,703.0,403.0,0.0,0.0,1467.0
Rio,Korea Plants,24-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ray,Korea Plants,24-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4417.0
Ray EV,Korea Plants,24-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336.0
K3,Korea Plants,24-11,0.0,5.0,0.0,0.0,9.0,11.0,391.0,31.0,1043.0,0.0,0.0,0.0
K5,Korea Plants,24-11,6377.0,0.0,0.0,0.0,4.0,16.0,538.0,0.0,0.0,0.0,0.0,2645.0
Stinger,Korea Plants,24-11,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,1.0,0.0,0.0,0.0
K8,Korea Plants,24-11,0.0,0.0,0.0,0.0,13.0,0.0,82.0,0.0,0.0,0.0,0.0,4336.0
K9,Korea Plants,24-11,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0
Stonic,Korea Plants,24-11,0.0,0.0,0.0,3680.0,324.0,158.0,144.0,99.0,934.0,0.0,0.0,0.0
Seltos,Korea Plants,24-11,3778.0,1086.0,0.0,0.0,121.0,643.0,359.0,0.0,665.0,0.0,0.0,4887.0
Soul,Korea Plants,24-11,4031.0,157.0,31.0,0.0,27.0,292.0,0.0,0.0,3.0,0.0,0.0,0.0
Soul,Korea Plants,24-11,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Niro,Korea Plants,24-11,1305.0,306.0,62.0,3064.0,3.0,232.0,571.0,65.0,141.0,0.0,0.0,1034.0
Niro,Korea Plants,24-11,319.0,431.0,0.0,1073.0,18.0,2.0,4.0,0.0,39.0,0.0,0.0,128.0
Niro,Korea Plants,24-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Niro,Korea Plants,24-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
EV3,Korea Plants,24-11,0.0,0.0,0.0,2522.0,236.0,0.0,0.0,0.0,0.0,0.0,0.0,2284.0
EV4,Korea Plants,24-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EV6,Korea Plants,24-11,1887.0,494.0,6.0,1627.0,138.0,3.0,12.0,22.0,162.0,87.0,45.0,770.0
EV9,Korea Plants,24-11,2033.0,463.0,0.0,715.0,39.0,11.0,4.0,4.0,104.0,0.0,0.0,144.0
Sportage,Korea Plants,24-11,5034.0,1180.0,636.0,0.0,314.0,842.0,0.0,0.0,2428.0,0.0,0.0,4233.0
Sorento,Korea Plants,24-11,2179.0,158.0,0.0,829.0,381.0,188.0,972.0,115.0,848.0,0.0,0.0,10434.0
Mohave / Borrego,Korea Plants,24-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0
Carnival,Korea Plants,24-11,4925.0,351.0,0.0,0.0,16.0,189.0,85.0,15.0,1181.0,0.0,0.0,7516.0
Bongo,Korea Plants,24-11,0.0,0.0,0.0,0.0,40.0,1001.0,1715.0,142.0,290.0,0.0,0.0,2158.0
Bongo,Korea Plants,24-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,925.0
Bus,Korea Plants,24-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0
Ceed,Slovakia Plant,24-11,0.0,0.0,0.0,5486.0,477.0,1.0,97.0,9.0,20.0,0.0,0.0,0.0
Ceed CUV,Slovakia Plant,24-11,0.0,0.0,0.0,2607.0,386.0,6.0,0.0,81.0,0.0,0.0,0.0,0.0
Sportage,Slovakia Plant,24-11,0.0,0.0,0.0,13013.0,520.0,402.0,1561.0,553.0,0.0,0.0,0.0,0.0
Rio,Mexico Plant,24-11,0.0,0.0,5139.0,0.0,0.0,1445.0,209.0,0.0,0.0,0.0,0.0,0.0
K3,Mexico Plant,24-11,11005.0,853.0,1227.0,0.0,0.0,112.0,0.0,0.0,10.0,0.0,0.0,0.0
Rio,*Russia Plant(HMMR),24-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K5,US Plant,24-11,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Sportage,US Plant,24-11,9017.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
Sorento,US Plant,24-11,6526.0,991.0,162.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
Telluride,US Plant,24-11,11568.0,352.0,38.0,0.0,0.0,24.0,82.0,0.0,2.0,0.0,0.0,0.0
EV9,US Plant,24-11,122.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Pegas,China Plants,24-11,0.0,0.0,0.0,0.0,0.0,2009.0,2644.0,345.0,113.0,0.0,27.0,0.0
